avg_max_no_antag_streak,max_no_antag_streak,p95_no_antag_streak,avg_max_antag_streak,max_antag_streak,p95_antag_streak,antag_selection_std,antag_selection_cv,starting_tickets,tickets_on_miss,reset_mode,reset_value,config_name
106.27,206.33333333333334,145.46666666666667,2.3033333333333332,3.3333333333333335,3.0,7.033991721893521,0.046893278145956806,10,1,subtract,10,Start10_Inc1_Sub10
108.97666666666667,190.0,146.9,2.28,4.0,3.0,11.252983444682854,0.07501988963121904,10,2,subtract,1,Start10_Inc2_Sub1
108.55666666666666,187.0,155.48333333333332,2.33,3.6666666666666665,3.0166666666666657,11.911217118963343,0.07940811412642228,10,2,subtract,2,Start10_Inc2_Sub2
106.27,211.0,156.46666666666664,2.2600000000000002,3.6666666666666665,3.0,11.295178056966796,0.0753011870464453,10,2,subtract,3,Start10_Inc2_Sub3
108.94,219.0,155.21666666666667,2.3200000000000003,4.0,3.0,10.766302282749663,0.07177534855166441,10,2,subtract,4,Start10_Inc2_Sub4
108.61666666666667,210.0,148.79999999999998,2.313333333333333,4.333333333333333,3.0,10.082334538488839,0.06721556358992559,10,2,subtract,5,Start10_Inc2_Sub5
108.53666666666668,190.0,147.48333333333332,2.3166666666666664,4.0,3.0,9.97981088368553,0.06653207255790354,10,2,subtract,6,Start10_Inc2_Sub6
106.97666666666667,188.66666666666666,145.06666666666666,2.32,3.6666666666666665,3.0,9.863381527175955,0.06575587684783969,10,2,subtract,7,Start10_Inc2_Sub7
108.58999999999999,203.0,153.26666666666668,2.33,4.0,3.0,10.443651831628921,0.06962434554419279,10,2,subtract,8,Start10_Inc2_Sub8
106.10333333333334,179.0,148.48333333333332,2.293333333333333,3.6666666666666665,3.0,9.249524793541763,0.06166349862361176,10,2,subtract,9,Start10_Inc2_Sub9
105.68666666666667,190.33333333333334,146.1,2.31,3.6666666666666665,3.0,9.14266154909604,0.0609510769939736,10,2,subtract,10,Start10_Inc2_Sub10
104.42333333333333,182.0,149.75,2.3566666666666665,4.0,3.0,12.55273490506223,0.08368489936708152,10,3,subtract,1,Start10_Inc3_Sub1
108.31,207.0,160.76666666666665,2.32,3.6666666666666665,3.0,11.675895451372538,0.07783930300915025,10,3,subtract,2,Start10_Inc3_Sub2
108.18666666666667,192.33333333333334,157.71666666666667,2.313333333333333,4.0,3.0,11.361097062003632,0.07574064708002422,10,3,subtract,3,Start10_Inc3_Sub3
109.20333333333333,224.66666666666666,150.9333333333333,2.3233333333333337,4.0,3.0,11.452687816110517,0.07635125210740344,10,3,subtract,4,Start10_Inc3_Sub4
107.00333333333333,198.66666666666666,145.24999999999997,2.2933333333333334,3.3333333333333335,3.0,11.035923927435862,0.07357282618290575,10,3,subtract,5,Start10_Inc3_Sub5
106.09666666666668,169.33333333333334,142.2,2.276666666666667,4.0,3.0,10.54186549306028,0.07027910328706855,10,3,subtract,6,Start10_Inc3_Sub6
107.58,208.0,147.1333333333333,2.2866666666666666,3.6666666666666665,3.0,11.507120692433476,0.07671413794955652,10,3,subtract,7,Start10_Inc3_Sub7
109.62,187.33333333333334,157.46666666666667,2.356666666666667,4.333333333333333,3.0166666666666657,9.761807577156434,0.0650787171810429,10,3,subtract,8,Start10_Inc3_Sub8
106.14333333333333,187.66666666666666,146.11666666666665,2.3400000000000003,4.0,3.0,10.222167037798217,0.06814778025198813,10,3,subtract,9,Start10_Inc3_Sub9
109.06666666666666,236.66666666666666,155.93333333333334,2.3166666666666664,4.333333333333333,3.0,9.943978223706383,0.06629318815804255,10,3,subtract,10,Start10_Inc3_Sub10
109.67,193.0,156.14999999999998,2.313333333333333,3.6666666666666665,3.0166666666666657,11.204717320716858,0.07469811547144571,10,4,subtract,1,Start10_Inc4_Sub1
108.49333333333334,186.33333333333334,150.94999999999996,2.31,4.0,3.0,11.197708194581018,0.07465138796387345,10,4,subtract,2,Start10_Inc4_Sub2
107.98,223.0,147.73333333333332,2.3266666666666667,4.0,3.0,11.565464728435876,0.0771030981895725,10,4,subtract,3,Start10_Inc4_Sub3
106.92666666666666,180.33333333333334,148.61666666666667,2.3699999999999997,4.0,3.0,11.255220573691888,0.07503480382461258,10,4,subtract,4,Start10_Inc4_Sub4
107.98,216.0,151.99999999999997,2.313333333333333,4.0,3.0,11.746054440930145,0.07830702960620096,10,4,subtract,5,Start10_Inc4_Sub5
106.73666666666666,193.33333333333334,145.71666666666667,2.34,4.0,3.0,11.247680737042806,0.07498453824695205,10,4,subtract,6,Start10_Inc4_Sub6
107.39333333333333,214.0,151.85,2.276666666666667,3.6666666666666665,3.0,12.037467667893017,0.08024978445262011,10,4,subtract,7,Start10_Inc4_Sub7
108.73,211.0,154.79999999999998,2.3733333333333335,4.0,3.0,11.180007368345267,0.07453338245563512,10,4,subtract,8,Start10_Inc4_Sub8
107.05666666666667,173.66666666666666,148.20000000000002,2.3266666666666667,3.6666666666666665,3.0,10.431874087860555,0.0695458272524037,10,4,subtract,9,Start10_Inc4_Sub9
108.01666666666667,224.33333333333334,147.94999999999996,2.28,3.0,3.0,10.213989443316178,0.0680932629554412,10,4,subtract,10,Start10_Inc4_Sub10
106.04333333333334,218.66666666666666,138.85,2.333333333333333,4.0,3.0,11.87079360241392,0.0791386240160928,10,5,subtract,1,Start10_Inc5_Sub1
107.24,189.33333333333334,150.58333333333331,2.3366666666666664,3.6666666666666665,3.0,11.468021084205153,0.07645347389470102,10,5,subtract,2,Start10_Inc5_Sub2
108.29666666666667,202.0,150.8,2.313333333333333,4.0,3.0,11.333117105556818,0.07555411403704546,10,5,subtract,3,Start10_Inc5_Sub3
108.7,179.33333333333334,154.73333333333332,2.3466666666666667,4.0,3.0,11.011433424190884,0.07340955616127255,10,5,subtract,4,Start10_Inc5_Sub4
107.54333333333334,193.66666666666666,149.4,2.3266666666666667,3.6666666666666665,3.0,11.606448966391332,0.07737632644260888,10,5,subtract,5,Start10_Inc5_Sub5
106.36666666666666,173.66666666666666,144.91666666666666,2.2899999999999996,3.6666666666666665,3.0,11.386379348495607,0.07590919565663738,10,5,subtract,6,Start10_Inc5_Sub6
